Year,Jan,Feb,March,April,May,June,July,August,September,October,November,December,Annual,Station_Number,Type_data
1973,-15.0,-9.0,-3.7,8.2,13.4,18.7,15.9,15.5,6.3,1.6,-3.7,-7.5,3.4,27581,Av_Temp
1974,-15.5,-6.7,-2.1,2.7,11.1,16.7,20.2,15.8,13.4,7.6,-1.5,-7.3,4.5,27581,Av_Temp
1975,-7.9,-11.4,-1.1,9.9,15.6,17.8,19.9,15.4,13.8,1.8,-4.5,-7.4,5.2,27581,Av_Temp
1976,-13.9,-17.0,-8.3,4.8,11.2,15.3,16.3,15.1,9.6,-2.8,-4.5,-9.4,1.4,27581,Av_Temp
1977,-15.7,-12.4,-2.9,5.8,15.0,18.0,19.2,16.2,10.1,0.6,-0.6,-11.0,3.5,27581,Av_Temp
1978,-8.0,-11.9,-0.6,2.9,9.8,14.4,16.7,15.0,10.1,2.3,-2.1,-18.2,2.5,27581,Av_Temp
1979,-14.9,-11.2,-3.0,-1.4,16.4,13.8,18.7,17.4,11.1,1.6,-2.9,-6.7,3.2,27581,Av_Temp
1980,-13.1,-10.6,-8.4,5.1,11.5,17.1,16.8,12.8,10.3,3.2,-3.9,-5.5,2.9,27581,Av_Temp
1981,-6.9,-8.1,-7.4,1.1,12.2,19.9,22.6,20.1,10.7,7.1,-1.8,-6.1,5.3,27581,Av_Temp
1982,-13.7,-12.0,-5.4,4.0,11.9,13.2,19.1,16.2,12.3,2.1,-0.2,-2.9,3.7,27581,Av_Temp
1983,-6.3,-9.0,-5.9,9.1,12.6,14.3,19.3,15.5,11.0,4.6,-3.0,-4.6,4.8,27581,Av_Temp
1984,-8.1,-13.2,-4.3,3.8,15.9,17.2,19.9,14.9,11.6,3.3,-5.4,-14.9,3.4,27581,Av_Temp
1985,-11.6,-14.9,-6.2,2.9,11.3,14.9,17.5,19.3,10.5,2.8,-4.0,-9.1,2.8,27581,Av_Temp
1986,-10.4,-16.1,-3.1,7.8,10.7,17.7,17.1,15.8,8.6,3.0,-3.8,-11.7,3.0,27581,Av_Temp
1987,-21.4,-7.7,-7.0,1.4,14.8,20.2,17.2,15.7,9.5,1.6,-9.1,-11.2,2.0,27581,Av_Temp
1988,-12.7,-8.9,-3.6,4.5,13.0,19.8,22.9,18.0,10.2,4.1,-8.1,-10.9,4.0,27581,Av_Temp
1989,-8.8,-5.4,-3.1,3.8,12.4,20.9,20.2,16.1,11.2,4.3,-3.1,-7.7,5.1,27581,Av_Temp
1990,-11.1,-2.5,-0.5,6.7,9.7,15.1,18.7,16.0,9.7,2.7,-3.5,-5.8,4.6,27581,Av_Temp
1991,-10.8,-9.1,-4.8,7.3,14.8,20.2,18.2,15.1,10.2,7.2,-1.5,-9.3,4.8,27581,Av_Temp
1992,-9.4,-10.1,-2.3,5.2,11.0,15.9,17.4,16.8,14.2,2.1,-3.3,-6.1,4.3,27581,Av_Temp
1993,-7.4,-9.9,-5.5,4.9,13.8,16.0,19.2,15.8,6.9,3.2,-10.3,-7.3,3.3,27581,Av_Temp
1994,-6.9,-16.3,-5.8,4.7,10.6,15.3,16.2,15.1,13.4,4.5,-4.5,-10.0,3.0,27581,Av_Temp
1995,-9.2,-3.2,-1.8,9.5,15.3,20.3,19.0,17.0,13.7,5.6,-4.4,-12.9,5.7,27581,Av_Temp
1996,-14.1,-12.7,-6.4,2.2,14.4,17.5,19.4,16.5,9.9,3.3,1.7,-10.7,3.4,27581,Av_Temp
1997,-15.2,-8.8,-3.6,4.3,11.2,19.1,18.0,16.2,10.1,3.7,-4.5,-11.0,3.3,27581,Av_Temp
1998,-10.1,-14.3,-2.9,0.0,13.5,20.8,20.3,16.3,10.7,4.5,-9.4,-7.1,3.5,27581,Av_Temp
1999,-8.6,-7.4,-5.2,7.6,8.6,19.9,21.1,16.1,10.6,6.6,-8.3,-4.4,4.7,27581,Av_Temp
2000,-7.8,-5.1,-3.0,8.6,9.2,17.4,21.2,16.8,10.0,4.6,-4.0,-8.3,5.0,27581,Av_Temp
2001,-5.2,-9.2,-3.5,8.5,12.9,16.5,22.0,16.5,12.5,3.3,-2.0,-12.8,5.0,27581,Av_Temp
2002,-7.8,-2.3,-0.4,4.8,10.6,16.6,22.7,14.9,11.7,3.3,-2.5,-18.0,4.5,27581,Av_Temp
2003,-10.2,-12.0,-5.7,4.9,13.9,12.8,20.4,18.2,11.4,5.1,-0.8,-4.1,4.5,27581,Av_Temp
2004,-9.3,-11.0,-0.9,1.6,12.9,16.1,20.1,18.1,12.2,4.3,-1.9,-7.1,4.6,27581,Av_Temp
2005,-6.9,-12.0,-8.6,5.5,16.5,16.0,18.7,17.8,12.8,6.3,0.4,-5.7,5.1,27581,Av_Temp
2006,-15.7,-15.5,-5.2,5.0,13.1,20.1,17.4,17.5,12.7,4.3,-3.4,-2.3,4.0,27581,Av_Temp
2007,-3.6,-14.2,-1.2,5.4,15.4,15.9,19.5,21.4,12.1,6.1,-4.7,-9.7,5.2,27581,Av_Temp
2008,-11.3,-5.4,-0.1,8.3,11.7,15.9,19.9,18.5,9.2,7.5,1.4,-4.8,5.9,27581,Av_Temp
2009,-10.1,-9.1,-3.2,3.8,13.7,18.8,19.4,16.7,14.5,5.6,-1.4,-10.6,4.8,27581,Av_Temp
2010,-17.4,-13.1,-4.6,7.0,16.6,20.3,25.5,21.6,12.4,3.1,0.7,-10.0,5.2,27581,Av_Temp
2011,-12.2,-16.1,-5.9,3.6,13.7,16.5,22.3,18.3,11.7,5.7,-3.9,-5.4,4.0,27581,Av_Temp
2012,-10.9,-15.7,-5.6,7.8,15.0,18.4,20.2,18.0,11.9,6.6,-0.4,-11.9,4.5,27581,Av_Temp
2013,-11.5,-7.6,-8.0,5.4,14.5,19.5,19.5,18.6,11.0,4.4,2.3,-4.4,5.3,27581,Av_Temp
2014,-10.4,-9.0,-1.1,4.4,16.2,16.5,18.6,18.9,11.7,0.9,-3.6,-6.1,4.8,27581,Av_Temp
2015,-8.9,-6.2,-2.0,3.9,15.3,19.3,17.5,15.8,15.0,2.1,-1.5,-3.3,5.6,27581,Av_Temp
2016,-12.5,-2.9,-2.2,6.9,14.8,17.4,21.0,21.7,10.5,3.4,-4.9,-10.2,5.3,27581,Av_Temp
2017,-12.3,-7.2,-1.3,4.1,10.2,14.4,18.6,18.3,11.6,4.0,-1.3,-4.0,4.6,27581,Av_Temp
2018,-9.4,-11.8,-8.8,4.2,13.9,16.1,21.0,19.3,13.3,5.5,-3.0,-8.4,4.3,27581,Av_Temp
2019,-10.3,-6.6,-1.8,5.6,15.5,18.3,17.0,15.0,10.2,7.1,-2.0,-3.8,5.4,27581,Av_Temp
2020,-3.2,-3.5,2.0,3.5,12.2,16.1,20.7,16.5,12.4,6.7,-2.5,-10.4,5.9,27581,Av_Temp
2021,-10.2,-16.2,-4.8,5.9,16.4,21.4,21.4,20.6,8.8,5.8,-0.4,-9.3,5.0,27581,Av_Temp
2022,-10.0,-3.4,-5.0,4.8,9.1,17.8,20.4,22.0,10.6,6.0,-2.7,-7.9,5.1,27581,Av_Temp
2023,-11.3,-8.1,0.2,9.5,14.9,15.3,19.9,19.3,14.8,5.0,-0.4,-8.9,5.9,27581,Av_Temp
2024,-13.0,-10.2,-1.2,10.3,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27581,Av_Temp
1958,33,46,12,26,41,80,45,42,66,30,24,52,498,27581,Sum_Precip
1959,25,16,10,22,39,35,62,60,55,44,10,18,396,27581,Sum_Precip
1960,52,36,21,6,9,58,26,103,44,30,18,30,434,27581,Sum_Precip
1961,27,26,71,55,25,26,91,137,56,8,28,20,569,27581,Sum_Precip
1962,41,16,49,16,85,107,164,132,26,34,33,43,746,27581,Sum_Precip
1963,25,34,23,31,23,157,56,26,56,45,56,23,555,27581,Sum_Precip
1964,23,26,14,20,22,36,65,81,31,38,43,36,435,27581,Sum_Precip
1965,24,24,15,36,51,82,53,50,53,34,43,37,503,27581,Sum_Precip
1966,24,61,12,27,29,42,77,91,77,64,28,24,555,27581,Sum_Precip
1967,36,16,11,41,24,26,117,24,33,50,28,44,451,27581,Sum_Precip
1968,36,40,31,30,36,26,49,28,33,49,25,25,409,27581,Sum_Precip
1969,4,6,32,25,45,117,32,62,37,58,38,27,483,27581,Sum_Precip
1970,30,40,20,76,46,76,48,29,76,74,39,9,563,27581,Sum_Precip
1971,24,13,22,31,24,50,26,65,25,86,70,23,459,27581,Sum_Precip
1972,10,9,17,26,19,95,5,0.3,89,83,33,22,406,27581,Sum_Precip
1973,30,27,11,7,31,32,111,10,30,41,38,30,396,27581,Sum_Precip
1974,14,13,21,55,66,29,65,40,8,37,44,26,416,27581,Sum_Precip
1975,23,4,23,25,12,21,32,75,13,40,9,22,299,27581,Sum_Precip
1976,23,2,9,8,74,37,52,134,3,22,36,25,423,27581,Sum_Precip
1977,9,35,36,31,22,89,129,32,45,72,68,55,623,27581,Sum_Precip
1978,29,34,21,24,123,191,70,69,87,106,-999,27,-999,27581,Sum_Precip
1979,60,20,15,45,5,63,192,42,108,31,32,58,669,27581,Sum_Precip
1980,38,16,12,31,60,53,80,137,85,36,69,45,660,27581,Sum_Precip
1981,22,32,33,37,10,14,7,32,54,29,21,33,323,27581,Sum_Precip
1982,40,6,19,73,51,67,38,58,44,33,48,35,512,27581,Sum_Precip
1983,35,31,26,32,29,76,52,41,-999,51,56,19,-999,27581,Sum_Precip
1984,22,0.3,3,23,30,56,76,77,58,91,50,29,516,27581,Sum_Precip
1985,40,37,9,35,44,103,81,41,71,41,53,50,604,27581,Sum_Precip
1986,31,16,26,21,27,122,55,69,102,24,36,38,566,27581,Sum_Precip
1987,19,13,6,34,44,11,76,38,87,1,20,28,377,27581,Sum_Precip
1988,11,13,16,28,5,74,48,114,66,19,22,40,453,27581,Sum_Precip
1989,30,22,40,29,73,15,57,40,8,115,41,48,516,27581,Sum_Precip
1990,22,21,41,41,37,69,85,58,55,93,48,19,589,27581,Sum_Precip
1991,18,25,16,40,21,29,35,61,44,86,27,32,433,27581,Sum_Precip
1992,40,28,29,77,35,4,69,33,15,87,61,7,484,27581,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
1994,33,5,29,11,78,64,120,42,18,48,52,21,521,27581,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
1996,8,6,13,16,35,151,39,14,57,17,60,25,439,27581,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
1998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
2001,48,55,52,13,95,32,10,63,35,105,50,52,609,27581,Sum_Precip
2002,32,48,33,17,27,36,42,17,89,91,80,20,530,27581,Sum_Precip
2003,30,8,14,12,26,146,71,135,45,46,24,45,602,27581,Sum_Precip
2004,61,28,30,32,54,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
2005,-999,31,53,34,27,118,51,11,30,27,26,45,-999,27581,Sum_Precip
2006,17,21,61,22,53,43,130,114,47,76,56,30,669,27581,Sum_Precip
2007,56,40,33,71,33,26,76,24,72,35,50,20,535,27581,Sum_Precip
2008,31,26,26,8,36,95,97,94,79,46,59,15,610,27581,Sum_Precip
2009,37,5,12,19,39,41,59,29,11,44,36,30,362,27581,Sum_Precip
2010,37,12,18,7,36,19,5,57,54,69,43,108,466,27581,Sum_Precip
2011,30,13,29,26,36,131,35,3,77,48,46,71,545,27581,Sum_Precip
2012,16,9,53,61,38,63,115,116,45,88,41,50,693,27581,Sum_Precip
2013,22,7,52,17,48,62,106,68,154,49,33,36,654,27581,Sum_Precip
2014,36,30,15,18,14,93,22,87,18,109,23,34,498,27581,Sum_Precip
2015,23,26,2,50,64,40,125,78,30,45,51,37,569,27581,Sum_Precip
2016,65,41,29,32,10,40,72,55,118,16,58,31,566,27581,Sum_Precip
2017,19,28,24,47,44,86,175,31,43,57,41,54,648,27581,Sum_Precip
2018,28,13,26,47,30,38,39,31,41,49,24,25,390,27581,Sum_Precip
2019,28,35,39,14,45,60,79,82,28,71,16,37,534,27581,Sum_Precip
2020,24,37,18,93,59,60,37,104,24,35,23,10,524,27581,Sum_Precip
2021,48,43,14,33,42,36,35,40,55,18,77,22,462,27581,Sum_Precip
2022,37,36,10,55,47,33,105,3,129,65,59,65,646,27581,Sum_Precip
2023,16,19,45,24,28,20,66,17,5,84,75,50,450,27581,Sum_Precip
2024,45,36,14,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,27581,Sum_Precip
1951,-14.4,-15.9,-4.1,10.1,9.6,18.4,18.3,20.4,12.6,1.5,-8.2,-4.6,3.6,27587,Av_Temp
1952,-9.5,-10.2,-9.1,1.8,11.1,18.7,19.7,16.6,13.2,3.3,-3.3,-10.7,3.5,27587,Av_Temp
1953,-13.1,-18.2,-5.1,6.4,11.4,18.3,18.9,19.2,9.6,2.7,-6.3,-9.2,2.9,27587,Av_Temp
1954,-18.4,-20.1,-6.9,3.9,13.9,19.3,21.2,18.2,11.9,5.2,-1.9,-8.2,3.2,27587,Av_Temp
1955,-8.8,-8.4,-6.2,1.8,11.7,16.2,16.4,16.2,12.6,7.5,-5.0,-19.0,2.9,27587,Av_Temp
1956,-14.6,-21.2,-7.0,4.4,12.0,20.5,15.3,15.8,7.1,3.5,-9.5,-6.9,1.6,27587,Av_Temp
1957,-11.8,-5.6,-10.0,3.5,17.3,17.4,19.0,18.1,14.9,3.4,-5.5,-5.6,4.6,27587,Av_Temp
1958,-8.8,-10.1,-8.1,3.3,12.2,15.3,18.2,16.9,7.2,4.1,-3.2,-10.8,3.0,27587,Av_Temp
1959,-7.9,-11.1,-5.1,4.9,12.2,16.7,20.1,16.1,8.2,0.8,-6.7,-11.5,3.1,27587,Av_Temp
1960,-11.6,-10.3,-7.2,4.5,10.3,17.6,21.0,16.2,9.9,1.1,-8.3,-3.3,3.3,27587,Av_Temp
1961,-9.5,-7.2,-3.1,1.9,11.5,19.2,19.0,16.4,8.4,5.4,-6.3,-9.7,3.8,27587,Av_Temp
1962,-8.0,-8.2,-3.9,6.3,15.0,13.3,17.9,14.2,10.6,3.9,-0.5,-9.4,4.3,27587,Av_Temp
1963,-18.6,-12.2,-13.1,2.8,15.0,14.8,18.2,16.3,13.6,5.2,-1.6,-11.3,2.4,27587,Av_Temp
1964,-12.0,-12.4,-8.7,1.9,11.3,16.7,19.6,16.5,11.2,3.5,-3.8,-5.5,3.2,27587,Av_Temp
1965,-13.7,-13.4,-4.2,0.6,10.1,16.3,17.5,14.9,13.6,2.1,-6.8,-4.3,2.7,27587,Av_Temp
1966,-12.4,-14.0,-2.6,7.1,14.7,16.6,19.8,18.5,9.7,2.9,-3.0,-16.2,3.4,27587,Av_Temp
1967,-17.1,-14.7,-3.8,6.0,15.9,16.2,17.7,18.9,10.0,6.0,-1.3,-10.4,3.6,27587,Av_Temp
1968,-17.9,-12.2,-4.2,3.0,12.8,17.0,15.8,17.2,10.2,0.6,-4.5,-11.8,2.2,27587,Av_Temp
1969,-12.4,-18.3,-10.2,4.5,8.2,13.8,17.0,15.9,11.5,2.0,-2.3,-12.2,1.5,27587,Av_Temp
1970,-13.4,-9.7,-5.7,4.9,11.8,15.7,19.7,16.4,10.5,3.7,-4.8,-13.1,3.0,27587,Av_Temp
1971,-5.4,-14.3,-7.8,2.2,11.2,16.3,20.2,16.3,12.5,1.5,-0.4,-8.8,3.6,27587,Av_Temp
1972,-20.1,-11.2,-6.4,5.7,12.5,17.5,21.6,22.6,9.4,4.3,-3.5,-3.6,4.1,27587,Av_Temp
1973,-14.3,-8.1,-4.6,8.4,13.3,18.4,15.9,15.5,6.7,1.7,-3.7,-7.3,3.5,27587,Av_Temp
1974,-14.5,-6.5,-2.1,2.8,11.5,16.6,19.7,15.8,13.2,7.5,-1.4,-7.3,4.6,27587,Av_Temp
1975,-7.0,-11.6,-1.3,10.3,15.6,17.8,19.5,15.5,13.7,1.8,-4.9,-7.1,5.2,27587,Av_Temp
1976,-13.1,-17.4,-8.6,4.7,11.2,15.3,16.0,15.0,9.4,-2.8,-4.5,-9.2,1.3,27587,Av_Temp
1977,-15.1,-12.1,-3.0,6.0,15.0,17.7,18.9,16.1,9.8,0.5,-0.6,-11.2,3.5,27587,Av_Temp
1978,-7.4,-12.0,-1.2,3.0,10.3,14.0,16.4,15.2,9.8,2.3,-2.0,-17.5,2.6,27587,Av_Temp
1979,-13.8,-11.5,-3.4,-1.3,16.6,14.3,18.0,17.3,11.0,1.7,-3.1,-6.2,3.3,27587,Av_Temp
1980,-12.2,-11.1,-8.6,4.9,11.3,16.7,16.6,12.8,10.1,3.1,-3.9,-5.2,2.9,27587,Av_Temp
1981,-6.2,-8.2,-7.1,1.3,12.1,19.9,22.4,19.8,10.6,6.8,-2.4,-6.0,5.3,27587,Av_Temp
1982,-11.9,-12.5,-5.5,4.3,12.0,13.1,18.7,16.6,12.0,2.0,-0.5,-2.8,3.8,27587,Av_Temp
1983,-4.9,-8.7,-6.5,9.3,12.8,14.2,18.7,16.0,10.8,4.0,-3.4,-4.8,4.8,27587,Av_Temp
1984,-6.6,-14.0,-4.4,4.2,16.6,17.2,19.8,14.9,11.6,3.7,-5.6,-14.7,3.6,27587,Av_Temp
1985,-10.8,-15.1,-7.0,2.9,12.0,15.0,17.4,19.3,10.3,2.9,-4.0,-9.2,2.8,27587,Av_Temp
1986,-9.5,-16.9,-3.5,8.1,11.2,18.0,17.0,16.2,8.8,2.9,-4.2,-11.6,3.0,27587,Av_Temp
1987,-20.0,-8.6,-7.4,1.2,14.7,19.9,17.1,15.6,9.0,1.6,-8.3,-11.0,2.0,27587,Av_Temp
1988,-11.5,-9.7,-4.1,4.6,13.1,19.6,22.5,17.8,10.0,4.3,-8.3,-10.6,4.0,27587,Av_Temp
1989,-7.6,-5.6,-3.1,4.7,12.4,20.9,19.7,16.4,11.2,4.5,-3.7,-7.2,5.2,27587,Av_Temp
1990,-10.0,-3.2,-0.3,7.0,10.0,14.6,18.3,15.7,9.4,3.1,-3.1,-6.3,4.6,27587,Av_Temp
1991,-9.4,-9.5,-5.0,7.1,14.5,20.2,18.4,15.2,10.3,7.4,-2.3,-9.3,4.8,27587,Av_Temp
1992,-8.3,-10.3,-2.7,5.6,11.1,16.4,17.5,17.2,13.6,2.2,-3.1,-6.3,4.4,27587,Av_Temp
1993,-6.8,-10.2,-5.8,4.8,13.8,15.4,18.7,15.8,6.7,3.3,-10.8,-7.2,3.1,27587,Av_Temp
1994,-6.3,-16.4,-6.4,5.2,10.9,15.2,16.0,15.2,13.6,4.6,-4.2,-10.2,3.1,27587,Av_Temp
1995,-8.7,-3.8,-1.8,9.9,15.5,20.3,18.6,16.9,13.4,5.6,-3.8,-12.3,5.8,27587,Av_Temp
1996,-13.5,-12.7,-6.8,2.6,15.4,17.5,19.4,16.9,10.1,3.5,1.2,-10.5,3.6,27587,Av_Temp
1997,-13.9,-9.2,-3.7,4.5,11.5,19.4,18.1,16.4,9.9,3.7,-4.4,-11.0,3.4,27587,Av_Temp
1998,-9.5,-13.8,-2.8,0.9,13.6,20.9,20.2,16.4,11.0,4.5,-9.4,-7.4,3.7,27587,Av_Temp
1999,-7.8,-7.5,-5.4,7.5,8.6,19.7,21.0,16.3,10.7,6.6,-8.6,-4.9,4.7,27587,Av_Temp
2000,-8.1,-5.4,-3.8,9.2,8.8,17.4,21.3,16.8,10.1,4.5,-3.6,-8.0,4.9,27587,Av_Temp
2001,-5.4,-9.1,-3.2,8.8,13.1,16.3,21.5,16.3,12.3,3.3,-1.3,-12.3,5.0,27587,Av_Temp
2002,-7.3,-2.1,-0.2,5.3,10.3,16.5,22.7,15.2,12.2,3.2,-2.4,-17.1,4.7,27587,Av_Temp
2003,-9.8,-12.2,-5.5,5.6,13.7,13.3,20.2,18.5,11.5,5.5,-1.0,-3.9,4.7,27587,Av_Temp
2004,-8.7,-10.8,-0.8,2.4,13.4,16.1,19.7,18.4,12.5,4.6,-1.8,-7.0,4.8,27587,Av_Temp
2005,-6.6,-11.6,-8.6,6.0,16.5,16.1,18.7,17.7,12.9,6.0,0.1,-5.5,5.1,27587,Av_Temp
2006,-15.7,-15.1,-4.8,5.2,12.7,19.7,16.9,17.9,12.9,4.6,-3.0,-2.7,4.1,27587,Av_Temp
2007,-3.3,-14.0,-1.1,5.7,15.1,15.8,19.1,21.9,12.2,6.2,-4.7,-9.9,5.3,27587,Av_Temp
2008,-11.8,-5.6,0.3,8.8,12.0,15.6,19.7,18.8,9.6,7.6,1.5,-4.9,6.0,27587,Av_Temp
2009,-10.3,-8.9,-2.8,3.7,13.5,19.1,19.3,16.6,14.8,6.0,-1.5,-10.5,4.9,27587,Av_Temp
2010,-17.2,-13.1,-4.4,7.1,17.0,20.7,25.6,22.3,12.8,3.0,0.9,-9.5,5.4,27587,Av_Temp
2011,-12.2,-16.4,-5.4,3.9,13.8,16.4,22.5,18.6,11.8,5.7,-4.4,-5.6,4.1,27587,Av_Temp
2012,-10.7,-15.2,-6.0,9.0,15.4,18.3,20.4,18.5,12.1,6.9,-0.3,-10.9,4.8,27587,Av_Temp
2013,-10.6,-7.3,-7.8,5.6,15.3,19.7,19.8,19.1,11.3,4.4,2.5,-4.5,5.6,27587,Av_Temp
2014,-11.1,-9.3,-1.1,4.7,16.7,16.7,18.7,19.1,12.0,1.4,-3.8,-6.2,4.8,27587,Av_Temp
2015,-9.3,-6.1,-2.0,3.9,15.6,19.9,17.5,15.5,15.4,2.1,-1.5,-3.3,5.6,27587,Av_Temp
2016,-12.2,-2.5,-2.1,7.8,15.1,17.5,21.0,22.5,10.5,3.6,-4.6,-10.4,5.5,27587,Av_Temp
2017,-11.9,-7.5,-0.9,4.7,10.4,14.6,18.8,18.5,11.6,4.1,-1.1,-4.1,4.8,27587,Av_Temp
2018,-9.5,-12.1,-8.8,4.7,14.3,15.9,21.4,19.4,13.8,5.8,-3.1,-8.3,4.5,27587,Av_Temp
2019,-10.6,-6.6,-1.5,5.8,16.0,18.2,17.2,15.2,10.5,7.7,-2.1,-4.0,5.5,27587,Av_Temp
2020,-3.3,-3.3,2.7,4.0,12.5,16.3,21.2,16.3,12.8,7.1,-2.5,-10.8,6.1,27587,Av_Temp
2021,-10.3,-16.0,-5.0,6.4,16.9,21.5,21.1,21.3,9.1,5.9,-0.5,-8.4,5.2,27587,Av_Temp
2022,-9.6,-3.0,-5.3,5.5,9.1,17.4,20.5,22.3,10.8,5.9,-2.3,-7.7,5.3,27587,Av_Temp
2023,-11.4,-8.3,1.2,9.9,15.0,15.3,20.3,19.4,14.8,5.2,-0.0,-8.5,6.1,27587,Av_Temp
2024,-13.0,-10.0,-1.2,10.8,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27587,Av_Temp
1959,20,19,8,15,15,86,58,88,39,44,8,9,410,27587,Sum_Precip
1960,31,31,19,11,8,63,69,106,33,26,13,21,431,27587,Sum_Precip
1961,32,33,62,78,35,31,100,126,38,8,17,20,578,27587,Sum_Precip
1962,31,7,35,13,74,126,140,94,26,39,31,34,649,27587,Sum_Precip
1963,10,18,19,20,22,134,54,49,55,49,61,19,510,27587,Sum_Precip
1964,20,12,12,23,33,16,61,85,4,28,35,23,352,27587,Sum_Precip
1965,32,17,12,41,49,68,60,50,46,34,25,22,457,27587,Sum_Precip
1966,-999,20,10,23,30,48,93,70,72,82,33,14,-999,27587,Sum_Precip
1967,21,8,8,43,6,46,60,41,52,29,37,41,391,27587,Sum_Precip
1968,31,29,15,29,92,40,64,36,43,43,29,33,484,27587,Sum_Precip
1969,2,7,44,16,93,75,39,52,50,49,41,25,491,27587,Sum_Precip
1970,17,42,21,64,60,68,18,61,60,76,37,7,530,27587,Sum_Precip
1971,32,12,15,27,23,-999,27,42,20,81,42,11,-999,27587,Sum_Precip
1972,6,2,13,34,23,54,18,0.5,87,71,45,21,374,27587,Sum_Precip
1973,17,28,12,11,23,41,69,60,69,82,36,23,469,27587,Sum_Precip
1974,13,13,19,56,45,35,91,8,0.7,33,31,24,368,27587,Sum_Precip
1975,12,16,16,27,10,33,48,82,16,44,16,31,349,27587,Sum_Precip
1976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
1977,7,28,24,20,41,74,119,29,35,53,44,39,512,27587,Sum_Precip
1978,24,19,19,28,99,127,68,55,110,75,-999,28,-999,27587,Sum_Precip
1979,58,19,13,28,2,29,77,19,77,30,24,53,428,27587,Sum_Precip
1980,21,15,15,31,36,71,94,125,57,29,39,36,569,27587,Sum_Precip
1981,23,21,26,41,12,28,4,36,61,29,19,23,323,27587,Sum_Precip
1982,33,6,11,77,38,61,43,71,39,37,34,21,472,27587,Sum_Precip
1983,25,31,26,23,60,104,69,26,29,38,50,10,491,27587,Sum_Precip
1984,12,0.0,2,25,1,59,54,95,35,66,35,18,403,27587,Sum_Precip
1985,28,26,11,30,49,106,85,27,75,45,-999,41,-999,27587,Sum_Precip
1986,18,16,9,9,13,75,79,38,77,30,26,25,414,27587,Sum_Precip
1987,14,13,5,24,53,23,101,57,112,0.2,19,21,442,27587,Sum_Precip
1988,16,12,16,26,21,87,47,74,60,21,20,27,426,27587,Sum_Precip
1989,21,14,35,14,75,21,80,26,10,135,36,43,511,27587,Sum_Precip
1990,18,30,44,55,26,112,56,33,88,53,42,16,572,27587,Sum_Precip
1991,18,22,19,65,31,45,19,130,34,67,27,22,497,27587,Sum_Precip
1992,24,15,14,58,45,26,55,36,16,66,39,4,398,27587,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
1994,23,5,21,10,121,65,129,71,15,45,43,22,569,27587,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
1996,7,6,12,16,29,102,25,14,42,17,44,16,330,27587,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
1998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
2001,55,50,50,9,109,40,9,59,24,93,50,32,579,27587,Sum_Precip
2002,24,33,26,22,40,28,47,8,88,93,59,21,489,27587,Sum_Precip
2003,28,8,7,27,36,105,80,70,33,50,25,40,508,27587,Sum_Precip
2004,41,25,33,29,39,-999,-999,-999,-999,-999,-999,-999,-999,27587,Sum_Precip
2005,-999,19,47,26,12,97,91,11,48,29,21,39,-999,27587,Sum_Precip
2006,17,21,67,16,31,37,100,72,41,52,54,35,543,27587,Sum_Precip
2007,64,33,32,59,60,25,87,23,72,21,42,14,533,27587,Sum_Precip
2008,28,35,28,8,32,102,64,66,75,42,57,17,553,27587,Sum_Precip
2009,23,3,13,23,29,23,61,32,12,38,35,25,317,27587,Sum_Precip
2010,32,11,18,10,39,12,1,85,31,55,37,96,427,27587,Sum_Precip
2011,35,18,27,32,53,91,75,9,84,38,43,48,553,27587,Sum_Precip
2012,20,9,45,55,30,68,60,100,51,66,33,34,571,27587,Sum_Precip
2013,22,7,56,11,47,33,46,49,124,41,21,32,488,27587,Sum_Precip
2014,28,25,20,11,15,66,18,101,15,57,17,44,418,27587,Sum_Precip
